35.005804559270324,39.045645995606534,35.18531444852854,39.20666360727759,30.48212591011329
29.42651920722166,42.714896841651154,29.639838607067098,42.86213261368244,30.48212591011329
43.791372603708496,48.21371662933926,43.935001018741666,48.34420824891256,40.36285421027606
37.925838794560434,52.19734104523812,38.09159025652494,52.31789762779942,40.36285421027606
53.009077299947705,57.65901899281867,53.12779193785331,57.768178707781885,50.29075461752388
47.01934138085077,61.843046595336006,47.15313843095691,61.94483361986615,50.29075461752388
62.46791366667236,67.26486803089875,62.56868416282087,67.3584625063119,60.242509907871536
56.42045444257769,71.58604900532575,56.53200579766284,71.6740009500858,60.242509907871536
72.07300603930595,76.97117948436431,72.16036446375415,77.05298483001307,70.20797675478192
65.99785523124963,81.3914148555786,66.09324394463465,81.4687818258804,70.20797675478192
81.77283265985612,86.74423595383284,81.8498391031823,86.81683287942624,80.18204287744233
75.68464910893744,91.23903995654986,75.76784351387457,91.30806323755257,80.18204287744233
91.53728269340222,96.56377411438632,91.60608125496817,96.62899394702515,90.161854461851
85.44363830245635,101.11657832518316,85.51733933162903,101.17886346561173,90.161854461851
101.3476792263485,106.41692755954865,101.40982242646335,106.47611220933183,100.14569386648634
95.25263535450863,111.0160457420138,95.31875231023004,111.07277979862077,100.14569386648634
111.19186142088742,116.29515239774281,111.24850581577188,116.34931229368837,110.13246569472601
105.09763916281366,120.93205700802787,105.1575663354615,120.9841411598764,110.13246569472601
